run_dir,run_name,input_csv,target_model,model_name,model_dir,fixed_effects_path,formula,re_formula,group_col,optimizer,converged,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,,mistralai_Mistral-7B-v0.3,no_profession,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_profession,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_profession/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(syntactic_role) + C(valence):C(dominance) + C(valence):C(syntactic_role) + C(dominance):C(syntactic_role),1 + C(syntactic_role),semantic_role,lbfgs,False,22035.690987777183,22246.889134216217,-10986.845493888592,6720,1.5395258682222992,0.029628514787943136,0.031127281961101774
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,,Qwen_Qwen3-4B-Base,no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_semantic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(syntactic_role),profession,lbfgs,True,7733.302841215176,7944.500987654209,-3835.651420607588,6720,0.17890624815794054,0.03979094807035228,0.8536814309063919
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,,allenai_Olmo-3-1025-7B,no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_semantic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(syntactic_role),profession,lbfgs,True,7237.4488098531,7448.646956292133,-3587.72440492655,6720,0.16637939919437505,0.03199489923509301,0.9008126832500895
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,,google_gemma-3-4b-pt,no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_semantic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(syntactic_role),profession,lbfgs,True,4746.112912457982,4957.311058897015,-2342.056456228991,6720,0.11475973677022706,0.04524222537833707,0.9205524190779549
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,,gpt2,no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_semantic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(syntactic_role),profession,lbfgs,True,2515.2207090945085,2726.4188555335413,-1226.6103545472542,6720,0.08222411445313295,0.01411932270671528,0.9159717626985252
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,,mistralai_Mistral-7B-v0.3,no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_semantic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(valence):C(dominance),1 + C(syntactic_role),profession,lbfgs,True,5727.923753464871,5939.121899903904,-2832.9618767324355,6720,0.13311161221573994,0.029622566290038222,0.9162454367758082
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,,Qwen_Qwen3-4B-Base,no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_syntactic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(semantic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role),profession,lbfgs,True,9013.16000348876,9224.358149927793,-4475.58000174438,6720,0.21801489084369843,0.02018643964388587,0.8205183592539392
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,,allenai_Olmo-3-1025-7B,no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_syntactic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(semantic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role),profession,lbfgs,False,8129.795785383532,8340.993931822566,-4033.897892691766,6720,0.18933988994453194,0.01919957490756566,0.9028541125759733
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,,google_gemma-3-4b-pt,no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_syntactic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(semantic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role),profession,lbfgs,True,6875.735741120014,7086.9338875590465,-3406.867870560007,6720,0.1582173582289052,0.0200940830183401,0.8750374000077272
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,,gpt2,no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_syntactic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(semantic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role),profession,lbfgs,True,2857.3895498096026,3068.5876962486354,-1397.6947749048013,6720,0.08685113972051178,0.01611332605058599,0.9110360426131029
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,,mistralai_Mistral-7B-v0.3,no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_syntactic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_syntactic_role/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(valence) + C(dominance) + C(semantic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role),profession,lbfgs,True,5906.65703894211,6117.855185381143,-2922.328519471055,6720,0.136896071831754,0.027843863076789502,0.913158364490564
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,,Qwen_Qwen3-4B-Base,no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_tense/fixed_effects.csv,log_he_she_odds ~ C(syntactic_role) + C(valence) + C(dominance) + C(semantic_role) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,7911.757330388638,8034.3885121919475,-3937.878665194319,6720,0.18424153936307733,0.03240186760773888,0.8494593546697374
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,,allenai_Olmo-3-1025-7B,no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_tense/fixed_effects.csv,log_he_she_odds ~ C(syntactic_role) + C(valence) + C(dominance) + C(semantic_role) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,8527.485415256517,8650.116597059827,-4245.742707628258,6720,0.20231570769380788,0.010314811039725282,0.8803234183160735
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,,google_gemma-3-4b-pt,no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_tense/fixed_effects.csv,log_he_she_odds ~ C(syntactic_role) + C(valence) + C(dominance) + C(semantic_role) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,5704.868582384501,5827.49976418781,-2834.4342911922504,6720,0.1327172093334182,0.03168078117947213,0.9089215554294025
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,,gpt2,no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_tense/fixed_effects.csv,log_he_she_odds ~ C(syntactic_role) + C(valence) + C(dominance) + C(semantic_role) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,2955.212519995963,3077.8437017992724,-1459.6062599979814,6720,0.0878116275153215,0.007307508728210021,0.9103926940749962
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,,mistralai_Mistral-7B-v0.3,no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_tense,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_tense/fixed_effects.csv,log_he_she_odds ~ C(syntactic_role) + C(valence) + C(dominance) + C(semantic_role) + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(valence):C(dominance) + C(valence):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,False,7459.250940418322,7581.882122221631,-3711.625470209161,6720,0.17283009035130031,0.004586935441270664,0.8822534353682607
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df,,Qwen_Qwen3-4B-Base,no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__Qwen_Qwen3-4B-Base__2bc637df/models/no_valence/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(dominance) + C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,7656.210916849363,7887.847593588947,-3794.1054584246813,6720,0.17647707250520991,0.038706873155690324,0.8558065771081231
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7,,allenai_Olmo-3-1025-7B,no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__allenai_Olmo-3-1025-7B__c14b47b7/models/no_valence/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(dominance) + C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,7244.559448364162,7476.196125103746,-3588.279724182081,6720,0.1661554430945689,0.03156233323361733,0.9017502112580742
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,he_she_odds_results__google_gemma-3-4b-pt__ccb39b90,,google_gemma-3-4b-pt,no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__google_gemma-3-4b-pt__ccb39b90/models/no_valence/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(dominance) + C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,4830.440982498403,5062.077659237988,-2381.2204912492016,6720,0.1158722962261675,0.043172261290259965,0.9204779999020027
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870,he_she_odds_results__gpt2__54292870,,gpt2,no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__gpt2__54292870/models/no_valence/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(dominance) + C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,2524.603613551575,2756.24029029116,-1228.3018067757876,6720,0.08193516756871996,0.013297876845352552,0.916202640725033
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b,,mistralai_Mistral-7B-v0.3,no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/analysis_outputs/he_she_odds_results__mistralai_Mistral-7B-v0.3__bb457d4b/models/no_valence/fixed_effects.csv,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(dominance) + C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(dominance) + C(tense):C(semantic_role) + C(syntactic_role):C(dominance) + C(syntactic_role):C(semantic_role) + C(dominance):C(semantic_role),1 + C(semantic_role) + C(syntactic_role),profession,lbfgs,True,5590.1118644175585,5821.748541157143,-2761.0559322087793,6720,0.12991741842501778,0.03092538384136975,0.9182621445413657
