target_model,best_model_name,best_model_aic,term,coef,std_err,p_value,ci_low,ci_high,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,Intercept,0.4875754167849497,0.1864109998035749,0.0089072505969015,0.1222165708478398,0.8529342627220596,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.past perfect],-0.0591997419084875,0.0345833715261511,0.0869339237213788,-0.1269819045637117,0.0085824207467367,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present continuous],0.0876534598214232,0.0345833715261511,0.0112590226796972,0.019871297166199,0.1554356224766473,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present perfect],-0.0038617815290229,0.0345833715261511,0.9110883587935698,-0.0716439441842472,0.0639203811262012,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple future],0.3386082240513337,0.0345833715261511,1.2298695753346834e-22,0.2708260613961095,0.4063903867065579,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple past],0.0391017368861556,0.0345833715261511,0.2582018510132418,-0.0286804257690685,0.1068838995413797,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(syntactic_role)[T.subject],-0.2086838669989176,0.0980856853316829,0.0333730009782688,-0.400928277647945,-0.0164394563498903,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(valence)[T.-val],0.0688043227657385,0.0360152681910018,0.056079035927755,-0.0017843057821761,0.1393929513136532,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(dominance)[T.-dom],0.0393328987544173,0.0372838576140242,0.2914445965595501,-0.0337421193737897,0.1124079168826244,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.1008658272879444,0.0345833715261514,0.0035387038563782,-0.1686479899431692,-0.0330836646327196,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],-0.125897216796873,0.0345833715261514,0.0002722175354284,-0.1936793794520978,-0.0581150541416482,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.0528782435825873,0.0345833715261514,0.1262625191016194,-0.1206604062378121,0.0149039190726374,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.1090576171874979,0.0345833715261514,0.0016134192945761,-0.1768397798427227,-0.0412754545322731,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.0232918875558054,0.0345833715261514,0.5006294908980118,-0.0444902750994193,0.0910740502110302,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.past perfect]:C(valence)[T.-val],0.0931893484933063,0.0345833715261514,0.0070467088412493,0.0254071858380815,0.1609715111485311,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present continuous]:C(valence)[T.-val],-0.0395621163504436,0.0345833715261514,0.2526387550806983,-0.1073442790056684,0.0282200463047811,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present perfect]:C(valence)[T.-val],0.0887407575334847,0.0345833715261514,0.0102880318771058,0.0209585948782599,0.1565229201887095,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple future]:C(valence)[T.-val],0.0283272879464314,0.0345833715261514,0.4127285646661892,-0.0394548747087933,0.0961094506016562,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple past]:C(valence)[T.-val],0.1146405901227704,0.0345833715261514,0.0009167428431663,0.0468584274675457,0.1824227527779952,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.past perfect]:C(dominance)[T.-dom],-0.0947675432477641,0.0345833715261513,0.0061389985619187,-0.1625497059029887,-0.0269853805925395,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.0501787458147283,0.0345833715261513,0.1467937602188265,-0.1179609084699529,0.0176034168404962,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.0929242815290142,0.0345833715261513,0.0072104678383989,-0.1607064441842388,-0.0251421188737896,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple future]:C(dominance)[T.-dom],-0.1052734374999958,0.0345833715261513,0.0023341801642532,-0.1730556001552204,-0.0374912748447713,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(tense)[T.simple past]:C(dominance)[T.-dom],-0.0956098284040142,0.0345833715261513,0.0056989405024617,-0.1633919910592389,-0.0278276657487896,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(syntactic_role)[T.subject]:C(valence)[T.-val],0.0664184570312501,0.0199667188601084,0.0008795718958674,0.0272844071760009,0.1055525068864992,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(syntactic_role)[T.subject]:C(dominance)[T.-dom],0.0610345749627981,0.0199667188601084,0.0022370194946199,0.021900525107549,0.1001686248180473,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,7355.17799475247,C(valence)[T.-val]:C(dominance)[T.-dom],-0.2775361560639872,0.0199667188601084,6.33961744326036e-44,-0.3166702059192363,-0.238402106208738,0.02964402066003734,0.08810789791849323,0.006538023756944044,0.015819935190008086
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,Intercept,0.8230650700413337,0.3051851385762758,0.0069980523748433,0.2249131898149675,1.4212169502677,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.past perfect],0.0410692487444216,0.0336262637071547,0.2219556505597492,-0.0248370170562479,0.1069755145450911,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present continuous],0.0705823625837074,0.0336262637071547,0.0358147116537184,0.0046760967830377,0.136488628384377,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present perfect],0.1815761021205377,0.0336262637071547,6.670413634507707e-08,0.115669836319868,0.2474823679212073,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple future],0.6221919468471002,0.0336262637071547,1.9473600466221967e-76,0.5562856810464307,0.6880982126477697,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple past],0.0153390066964303,0.0336262637071546,0.6482738525482217,-0.0505672591042391,0.0812452724970998,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(syntactic_role)[T.subject],-0.2133106708552565,0.056334711924539,0.000152791905662,-0.3237246773067922,-0.1028966644037208,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(valence)[T.-val],0.0071340441012684,0.0425977966121006,0.8669967210535281,-0.0763561030792111,0.090624191281748,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(dominance)[T.-dom],0.0483768524039633,0.0430081258590528,0.2606608605063912,-0.035917525322346,0.1326712301302726,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.0046691894531243,0.0336262637071546,0.8895643879420814,-0.061237076347545,0.0705754552537938,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.0447862897600439,0.0336262637071546,0.182898239600224,-0.0211199760406254,0.1106925555607134,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.0772072928292418,0.0336262637071546,0.0216735156593475,-0.1431135586299112,-0.0113010270285723,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.1481794084821436,0.0336262637071546,1.049782520592113e-05,-0.214085674282813,-0.0822731426814742,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.1119881766183029,0.0336262637071546,0.0008672808811845,0.0460819108176335,0.1778944424189723,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.past perfect]:C(valence)[T.-val],0.0814566476004453,0.0336262637071546,0.015417881065082,0.0155503817997759,0.1473629134011147,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present continuous]:C(valence)[T.-val],0.0246856689453114,0.0336262637071546,0.4628763983859332,-0.0412205968553579,0.0905919347459808,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present perfect]:C(valence)[T.-val],0.0713854108537936,0.0336262637071546,0.0337616950022397,0.0054791450531242,0.137291676654463,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple future]:C(valence)[T.-val],0.1633745465959811,0.0336262637071546,1.182545322451799e-06,0.0974682807953118,0.2292808123966505,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple past]:C(valence)[T.-val],0.0855922154017849,0.0336262637071546,0.0109153331613886,0.0196859496011155,0.1514984812024542,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.past perfect]:C(dominance)[T.-dom],0.0176103864397313,0.0336262637071546,0.6004807583551751,-0.0482958793609381,0.0835166522404007,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present continuous]:C(dominance)[T.-dom],-0.1022456577845992,0.0336262637071546,0.0023606902566753,-0.1681519235852686,-0.0363393919839297,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.present perfect]:C(dominance)[T.-dom],-0.0221126011439741,0.0336262637071546,0.5107957655025794,-0.0880188669446435,0.0437936646566953,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple future]:C(dominance)[T.-dom],-0.1494550432477688,0.0336262637071546,8.805856932969167e-06,-0.2153613090484382,-0.0835487774470993,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(tense)[T.simple past]:C(dominance)[T.-dom],0.0121904645647313,0.0336262637071546,0.7169574494298624,-0.0537158012359379,0.0780967303654007,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(syntactic_role)[T.subject]:C(valence)[T.-val],-0.0354701450892849,0.019414132403167,0.0676957021095343,-0.0735211453905843,0.0025808552120144,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance_,6969.46846106249,C(valence)[T.-val]:C(dominance)[T.-dom],-0.0833984375000001,0.019414132403167,1.740964984722967e-05,-0.1214494378012996,-0.0453474371987007,0.0027130178591870916,0.030415892152019636,0.015826834551781067,0.014133496934478134
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,Intercept,1.7835974667266496,0.3035138608050968,4.1904588120300165e-09,1.1887212307399566,2.3784737027133427,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.past perfect],-0.0010855538504436,0.0280048355900115,0.9690792758045388,-0.0559740229998317,0.0538029152989444,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present continuous],-0.1005876813616038,0.0280048355900115,0.0003284057653829,-0.1554761505109919,-0.0456992122122157,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present perfect],-0.1202192034040146,0.0280048355900115,1.7643263912395125e-05,-0.1751076725534028,-0.0653307342546264,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple future],0.2559631347656268,0.0280048355900115,6.247424452970705e-20,0.2010746656162386,0.3108516039150149,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple past],-0.1437282017299073,0.0280048355900115,2.862779924068222e-07,-0.1986166708792955,-0.0888397325805192,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(syntactic_role)[T.subject],-0.4397641060916267,0.0564102336123144,6.3990844276758105e-15,-0.5503261323312538,-0.3292020798519996,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(valence)[T.-val],0.2008958448904401,0.0339409232671873,3.239328110510213e-09,0.1343728576847154,0.2674188320961649,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(dominance)[T.-dom],0.2332699412160783,0.0284898344123904,2.65976578900809e-16,0.1774308918422831,0.2891089905898734,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.past perfect]:C(syntactic_role)[T.subject],0.0338160923549092,0.0280048355900116,0.2272361627836399,-0.0210723767944791,0.0887045615042976,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present continuous]:C(syntactic_role)[T.subject],0.1352042061941948,0.0280048355900116,1.3798874471506529e-06,0.0803157370448064,0.1900926753435832,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present perfect]:C(syntactic_role)[T.subject],0.1449541364397306,0.0280048355900116,2.2664543937910405e-07,0.0900656672903422,0.1998426055891189,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple future]:C(syntactic_role)[T.subject],0.207751464843749,0.0280048355900116,1.18531088313064e-13,0.1528629956943606,0.2626399339931374,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple past]:C(syntactic_role)[T.subject],0.1052812848772304,0.0280048355900116,0.0001703236243743,0.050392815727842,0.1601697540266188,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.past perfect]:C(valence)[T.-val],0.0171447753906236,0.0280048355900115,0.5404003617981836,-0.0377436937587645,0.0720332445400118,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present continuous]:C(valence)[T.-val],-0.0698146275111623,0.0280048355900115,0.0126687033412484,-0.1247030966605505,-0.014926158361774,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.present perfect]:C(valence)[T.-val],0.0402317592075876,0.0280048355900116,0.1508315577438017,-0.0146567099418006,0.0951202283569759,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple future]:C(valence)[T.-val],0.0269112723214277,0.0280048355900115,0.3365768497620026,-0.0279771968279605,0.0817997414708159,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,C(tense)[T.simple past]:C(valence)[T.-val],0.1079825265066947,0.0280048355900115,0.0001153268254497,0.0530940573573064,0.1628709956560829,0.011569028135159845,0.0194862464066725,0.006004203048239303,0.004405752155529311
